Final,HƯNG,CHÍ ,TÙNG,title,text
1,1,1,1,Trách nhiệm mỗi bên trong vụ 'học sinh nhốt cô giáo'?,"Mấy ngày nay, chúng ta đang tranh luận trong khi trò thì nhốt cô giáo, lăng mạ, ném đồ, cô giáo thì tức nước vỡ bờ rượt đuổi đánh lại trò trong lớp. Một hình ảnh mà những người làm giáo dục chả ai muốn thấy. Nó chỉ là một trong số hằng hà những vụ, được coi là bạo lực học đường trong thời gian qua.Một thời gian sau, Tuyên Quang rồi cũng lắng xuống, mọi thứ rồi cũng bị lãng quên, nhưng những trăn trở thì vẫn còn. Là ai sai?Là thầy sai vì đã dùng biện pháp giáo dục quá mức? Đã không giữ được bình tĩnh, không vãn hồi được cuộc loạn. Hay do trò sai vì đã không tôn sư trọng đạo, đã không đối xử đúng mực với thầy cô?"
1,1,1,1,Trường từng đề nghị điều chuyển cô giáo bị nhốt,"Trong công văn gửi Văn phòng Chính phủ, Bộ Giáo dục và Đào tạo ngày 7/12, UBND tỉnh Tuyên Quang cho biết đã nhận được báo cáo nhanh của trường THCS Văn Phú, các ngành chức năng và UBND huyện Sơn Dương về vụ học sinh lớp 7C của trường nhốt, ném đồ vào cô giáo.Theo đó, báo cáo của trường nêu thời gian gần đây, cô Hằng, 38 tuổi, có nhiều hành vi, phát ngôn không đúng chuẩn mực, xúc phạm danh dự, nhân phẩm, uy tín của người khác, gây bức xúc trong học sinh và phụ huynh.""Trường THCS Văn Phú từng đề nghị luân chuyển cô giáo này đến cơ sở khác, do cô không được học sinh, nhân dân tin tưởng, không quản lý được học sinh"", báo cáo trích ý kiến của trường.Ngày 21/11, cô bị trường kỷ luật vì ""có những vi phạm về đạo đức nhà giáo, xúc phạm danh dự, nhân phẩm học sinh, hành vi, ngôn ngữ ứng xử của giáo viên chưa đảm bảo tính sư phạm, đúng mực""."
1,1,1,1,Muốn buông xuôi vì học trò lúc nào cũng lăm le smartphone,"Ngày 6/12 vừa rồi, tôi có tham dự Lễ ra mắt cuốn sách ""Tật xấu người Việt"" của nhà văn Di Li. Tầng 10 và sân thượng của một khách sạn trên phố Tạ Hiện hôm ấy chật kín khách mời, lần đầu tiên tôi được gặp ngoài đời thực những nhân vật mà bình thường chỉ thấy trên TV, báo mạng (thú thực, từ lâu rồi tôi không đọc báo giấy) hoặc các ứng dụng Internet.Ngồi ở góc trong cùng, tôi theo dõi những phát biểu và phần giao lưu của tác giả với các khách mời nhưng thi thoảng vẫn mở điện thoại, lúc thì chụp một vài tấm ảnh, lúc thì kiểm tra tin nhắn vì chuẩn bị vào mùa thi, sinh viên ngày nào cũng ""cô ơi!"" bất kể thời gian.Lâu lâu tôi lại ghé vào VnExpress để xem có thông báo mới không, chẳng là trước đó tôi có để lại bình luận dưới liên quan đến vụ việc cô giáo ở Tuyên Quang, tôi muốn xem bình luận của mình liệu có được đăng lên và nhận được sự đồng tình của các độc giả khác hay không."
1,1,1,1,Giáo viên mong xử lý có sức răn đe với học sinh nhốt cô giáo,"Xem video cô giáo Âm nhạc, trường THCS Văn Phú, Tuyên Quang, bị nhiều học sinh lớp 7C nhốt trong lớp, chửi bậy, ném đồ vào người, cô Phạm Thị Giang, giáo viên trường THCS Cù Chính Lan, Thanh Hóa, bức xúc.""Một đứa trẻ vẫn đang còn nằm trong sự dạy dỗ của thầy cô, bố mẹ mà có những hành động thiếu văn hóa, đi ngược đạo lý truyền thống dân tộc như vậy đáng lên án"", cô Giang nói.Còn cô Đặng Thanh Hằng, giáo viên THPT ở Hà Nội, cảm thấy ""không thể chấp nhận được"".""Trong lớp có 2-3 trường hợp này thì giáo viên dù có hiền lành cũng cảm thấy bất lực và rất dễ mất bình tĩnh"", cô Hằng nói."
1,1,1,1,Cần quy tắc ứng xử khi có mâu thuẫn giữa giáo viên - học sinh',"Trước những hình ảnh cả nhóm và cả những hình ảnh cô giáo cầm dép ném vào học sinh, dư luận cả nước đã sục sôi. Ngay cả những bài báo đưa tin về sự việc này cũng tràn đầy những lời bình luận, mà trong đó cả trăm lời bình luận là của các bạn đọc phản bác quan điểm của nhau.Đại khái có ba luồng ý kiến: học sinh nổi loạn cần cho vào trường giáo dưỡng, gia đình hở tí là đòi giáo viên phải trả giá, cô giáo có lỗi khi bạo lực với học sinh. Ai cũng tìm ra kẻ có lỗi, và ai cũng kiên quyết kêu gọi thực hiện những biện pháp mình đưa ra. Học sinh phải vào trường giáo dưỡng, cô giáo nên nghỉ việc, cha mẹ cần để yên cho giáo viên dạy dỗ con mình.Việc này phản ánh tư duy ""trắng đen"", ""báo thù"" của nhiều người. Hễ có kẻ sai thì những người còn lại sẽ đúng. Hễ có kẻ sai thì phải trừng phạt. Không ai chấp nhận thực tế là một sự việc có thể có nhiều bên có lỗi, và xử phạt không phải là ""báo thù"", mà là sự cải tạo hành vi."
1,1,1,1,Nam sinh chấn thương vai sau khi bị thầy giáo đánh,"Chiều 9/12, thầy Trần Văn Luyện, Hiệu trưởng trường THCS Hồng Bàng, quận 5, xác nhận sự việc diễn ra vào chiều 8/12, trong giờ học STEM. Thầy giáo môn Công nghệ đã dùng cây ăng ten đánh vào bả vai học sinh.hi về nhà, học sinh đau nên kể với bố mẹ. Gia đình đưa em đi kiểm tra ở bệnh viện, kết quả chụp X-quang cho thấy em bị gãy xương bả vai.Sáng nay, trường làm việc với các cá nhân và bộ phận liên quan, quyết định cho thầy giáo này tạm dừng giảng dạy ở lớp đó. Ông Luyện cho hay giáo viên đã viết tường trình, nhận lỗi và hối hận về hành động của mình, nhưng ông từ chối chia sẻ nguyên nhân, diễn biến vụ việc.Tối cùng ngày, hiệu trưởng thông tin thêm sau khi xác minh với bệnh viện, kết quả chụp X-quang cho thấy nam sinh bị chấn thương phần mềm ở bả vai, không phải gãy xương bả vai như gia đình báo ban đầu."
1,1,1,1,Nữ sinh lớp 4 bị 10 bạn đánh tím người,"Ngày 22/11, ông Nguyễn Duy Lam, Phó hiệu trưởng trường Tiểu học Bế Văn Đàn, huyện Krông Năng, cho biết sự việc xảy ra vào sáng sớm 9/11 ở lớp 4B. Khi đó, thầy cô chưa đến trường, các học sinh đều giấu nên không nắm được sự việc.Hôm sau, nữ sinh bị đánh vẫn đi học bình thường, song giữa chừng kêu mệt và xin về nghỉ. Về nhà, người thân thấy em bị bầm tím ở lưng, cánh tay liền gặng hỏi thì mới biết nữ sinh bị 10 bạn đánh, đấm, dùng bút bi chọc vào người. Gia đình liền đưa em nhập viện điều trị.Theo ông Lam, một số phụ huynh có con đánh bạn đã xin lỗi, thống nhất mỗi nhà hỗ trợ 5 triệu đồng để lo viện phí. Tuy nhiên, cũng nhiều phụ huynh không đồng tình, nên trường lập hồ sơ báo với Công an xã Ea Tân.""Nhà trường mong muốn răn đe, giáo dục các em không tái phạm. Nếu không xử lý nội bộ được, trường phải mời cơ quan chức năng vào cuộc"", ông Lam cho hay."
1,1,1,1,"Nữ sinh lớp 6 bị bạn đá vào mặt, giẫm lên người","Tối 12/11, video một nữ sinh bị đánh hội đồng ở Hà Nội lan truyền trên các diễn đàn trực tuyến. Trong video, nạn nhân nằm sõng soài tại hành lang lớp học, liên tiếp bị ba nữ sinh đánh, đá vào đầu và mặt. Một em còn dùng chổi quét lên đầu nạn nhân, sau đó trèo lên người và đá túi bụi vào mặt em này.Nữ sinh bị đánh chỉ ôm mặt khóc, xung quanh có hàng chục học sinh chứng kiến, reo hò và bình luận bằng nhiều từ ngữ tục tĩu, nhại lại lời kêu cứu của nạn nhân. Hai trong số ba nữ sinh đánh bạn dùng điện thoại chụp, quay sát mặt nữ sinh bị đánh.Trả lời , ông Nguyễn Xuân Pôn, hiệu trưởng trường THCS Tân Minh, huyện Thường Tín, xác nhận sự việc xảy ra vào chiều ngày 10/11, sau giờ học. Nạn nhân học lớp 6. Nữ sinh mặc áo trắng, người đánh em này nhiều nhất, là cựu học sinh của trường, đã tốt nghiệp; những em còn lại học cùng khối 6 với nạn nhân."
1,1,1,1,"Ba nữ sinh giẫm, đạp bạn bị đình chỉ học một tuần","Thông tin do ông Nguyễn Như Ý, Trưởng phòng Giáo dục và Đào tạo huyện Thường Tín, chia sẻ tối 13/11. Đình chỉ học có thời hạn là mức kỷ luật học sinh vi phạm cao nhất theo quy định hiện hành của Bộ Giáo dục và Đào tạo.Ngoài ra, một cựu học sinh của trường cũng tham gia vụ đánh hội đồng nói trên. Ông Ý cho biết công an địa phương đang làm rõ sự việc và mức độ vi phạm của em này.""Những học sinh đứng xem, cổ vũ sẽ bị phê bình, nhắc nhở"", ông Ý nói.Trước đó, vào chiều 10/11, một nữ sinh lớp 6 trường THCS Tân Minh, bị bốn nữ sinh khác đánh hội đồng tại hành lang trước cửa lớp học. Nạn nhân nằm sõng soài, liên tiếp bị đánh, đá vào đầu và mặt. Một em còn dùng chổi quét lên đầu nạn nhân, sau đó trèo lên người và đá túi bụi vào mặt em này. Nữ sinh bị đánh chỉ ôm mặt khóc, xung quanh có hàng chục học sinh chứng kiến, reo hò và bình luận bằng nhiều từ ngữ tục tĩu, nhại lại lời kêu cứu của nạn nhân."
1,1,1,1,Cần có trường giáo dưỡng dành riêng cho học sinh côn đồ',"Đoạn video một ở Hà Nội đang khiến cộng đồng ""dậy sóng"". Trong video, nạn nhân nằm sõng soài tại hành lang lớp học, liên tiếp bị ba nữ sinh đánh, đá vào đầu và mặt. Một em còn dùng chổi quét lên đầu nạn nhân, sau đó trèo lên người và đá túi bụi vào mặt em này.Đây không phải lần đầu tiên những vụ bạo lực học đường thế này diễn ra. Từ 2021 đến nay, cả nước xảy ra gần 700 vụ bạo lực học đường, liên quan đến hơn 2.000 học sinh, trong đó 800 học sinh nữ. Cách đây không lâu, một đoạn clip ghi lại cảnh bảy nữ sinh đánh nhau, quay video trong nhà vệ sinh trường THCS Nguyễn Văn Trỗi, TP HCM cũng được lan truyền trên mạng xã hội. Trước đó, một nam sinh lớp 7, trường THCS Đại Đồng, cũng nhiều lần bị các bạn cùng lớp đánh hội đồng, phải nhập viện vì sang chấn tâm lý.Theo quy định hiện nay, việc"
1,1,1,1,Đình chỉ một tuần là vô nghĩa với học sinh đánh bạn',"Ba nữ sinh lớp 6 trường THCS Tân Minh (Hà Nội) bị đình chỉ học một tuần để ""kiểm điểm thái độ và hành vi"", sau khi bạn. Đây là mức kỷ luật học sinh vi phạm cao nhất theo quy định hiện hành của Bộ Giáo dục và Đào tạo. Trước đó, bảy nữ sinh đánh nhau, quay video trong nhà vệ sinh trường THCS Nguyễn Văn Trỗi (TP HCM) bị buộc đọc sách ở thư viện 2 tuần... Những vụ việc bạo lực học đường xảy ra liên tiếp trong thời gian gần đây một lần nữa làm dấy lên những hoài nghi về tính răn đe trong các hình thức kỷ luật học sinh đang được áp dụng tại Việt Nam.Cho rằng đình chỉ có thời hạn học sinh - biện pháp kỷ luật cao nhất - chưa đủ để chấn chỉnh thái độ và hành động của học sinh đánh bạn, độc giả nhận định: ""Với đa số học sinh ngổ ngáo, côn đồ, thường xuyên bắt nạt, đánh đập bạn bè, việc bị đình chỉ học một tuần chẳng khác nào một phần thưởng lớn. Số vụ bạo lực học đường đang ngày càng tăng cao trong khi ngành Giáo dục vẫn áp dụng một phương pháp kỷ luật cũ kỹ, lỗi thời thì chẳng mấy chốc tình trạng sẽ nghiêm trọng giống như những bộ phim Hàn Quốc bọn trẻ hay xem."
1,1,1,1,Nam sinh bị chém trọng thương,"Theo công an, sau giờ tan học trưa nay, nhóm Trương, 16 tuổi và nhóm ""đối thủ"" 15 tuổi hẹn nhau ra cánh đồng cuối đường Trần Phú, đánh nhau, giải quyết mâu thuẫn từ trước.Khi hai bên đang đứng trên đường bêtông, bất ngờ hai người chạy xe máy đến tấn công nhóm Trương. Hậu quả, Trương bị chém 3 nhát vào gáy, lưng và tay, gục tại chỗ, được người dân đưa đến bệnh viện ngay sau đó.Cảnh sát xác định Bùi Văn Mạnh, 16 tuổi, là người dùng dao chém nạn nhân; còn Nguyễn Hữu Lâm Hưng, 18 tuổi, đã đấm đá nạn nhân. Tất cả là học sinh ở TP Buôn Ma Thuột.Cơ quan điều tra đang lấy lời khai những người liên quan."
1,1,1,1,Hội phụ huynh không thể ngồi yên khi học sinh bị bạn đánh,"Một nữ sinh lớp 4, trường Tiểu học Bế Văn Đàn (Đắk Lắk), bị 10 bạn cùng lớp đánh, đấm, , phải nhập viện điều trị. Trước đó, một nữ sinh lớp 6 ở Hà Nội bị ít nhất ba bạn đá vào đầu và mặt, xung quanh hàng chục em khác reo hò, nhại lại lời kêu cứu của nạn nhân. Một trường hợp khác, bảy nữ sinh THCS ở TP HCM đánh nhau, quay video trong nhà vệ sinh trường. Một nam sinh lớp 7 ở Hà Nội cũng nhiều lần bị các bạn cùng lớp đánh hội đồng, phải nhập viện vì sang chấn tâm lý...Hàng loạt những vụ bạo lực học đường diễn ra thời gian gần đây làm dấy lên những nghi ngại về sự an toàn của học sinh tại trường học. Đã có nhiều tranh luận nổ ra xung quanh vấn nạn này. Có người đổ lỗi cho nhà trường, giáo viên thiếu trách nhiệm, thiệu sự quan tâm khiến học sinh bị đánh hội đồng nhiều lần mà không ai biết hay ngăn chặn. Có người lại quy trách nhiệm cho gia đình khi không dạy dỗ, giáo dục đạo đức cho con em mình. Có người đòi phải có hình thức kỷ luật mạnh tay hơn với các học sinh đánh bạn, thậm chí lập hẳn dành riêng cho những học sinh cá biệt."
1,1,1,1,Nếu con tôi bị bạn đánh,"Chuyện thứ nhất xảy ra với con của người bạn. Cháu bị bạn bè đánh trong toilet, bị bắt ăn gỉ mũi của người khác. Chuyện thứ hai là video các bé gái đồng tấn công bạn mình ngay tại lớp học, và tôi được gửi vì đó là trường cũ nơi vợ tôi công tác.Tôi trấn an các bên ""chắc không sao đâu, từ từ bình tĩnh giải quyết, chuyện này xưa nay vẫn vậy, khác chăng là có mạng xã hội nên mình biết nhanh và biết nhiều hơn thôi"".Trấn an là vậy, nhưng tôi cũng không khỏi bất an khi tự hỏi ""nếu đây là con mình, mình sẽ giải quyết thế nào"". Không có câu trả lời, thực ra là không có câu trả lời thuyết phục được bản thân. Thượng tôn pháp luật làm theo từng bước? Hay làm lớn chuyện lên theo bản năng để giải quyết theo lẽ mình cho là đúng? Vậy mình sẽ làm gì nếu các phụ huynh khác không hợp tác mà cũng chăm chăm bênh con họ? Làm sao để biết 100% sự thật, những gì con mình kể có thật sự chính xác chưa? Và quan trọng là làm thế nào giải quyết rốt ráo để con mình nói riêng và những bé bị bạo hành khác thật sự an toàn về sau? Có quá nhiều câu hỏi. Và, mặc dù tự nhận mình là người có tri thức, tôi cũng không yên lòng với những câu hỏi không được trả lời như thế này.Bất giác nghĩ đến hàng triệu cha mẹ khác, chắc cũng giống tôi: bối rối, hoang mang và tự mình đi tìm giải pháp. Có quá nhiều đối trọng liên quan đến chỉ một vụ bạo hành: người bị bạo hành, (các) bạn bạo hành, các bạn chứng kiến, cha mẹ của các bên, thầy cô giáo và trường học. Đôi khi, vì quá nôn nóng để giải quyết xong vấn đề theo ý muốn chủ quan của mình, cộng với niềm thương con, các bậc cha mẹ sẽ rất dễ dàng rơi vào bẫy không làm đúng pháp luật. Hơn nữa, chỉ cần một trong các bên còn lại không làm đúng làm đủ điều mình cần làm trong bất cứ lần bạo hành nào, có lẽ hậu quả sẽ rất khủng khiếp và lâu dài."
1,1,1,1,Nam sinh bị bạn dập vùng kín vào cột,"Video 17 giây về sự việc lan truyền trên mạng xã hội chiều 28/11, thu hút hàng chục nghìn lượt tương tác. Trong video, nam sinh bị vật nằm ngửa, bốn bạn giữ chân, một người nắm tay. Năm em này sau đó nâng bạn lên, liên tục thúc mạnh bộ phận nhạy cảm vào cột cờ trong sân trường. Nạn nhân tỏ ra đau đớn, không thể phản kháng. Xung quanh, khoảng 6 nam sinh khác đứng xem, một em vỗ tay.Trả lời , ông Đoàn Vũ Hải, Hiệu trưởng trường THCS Hòa Nam, huyện Ứng Hòa, cho biết sự việc xảy ra ngày 8/11 nhưng tới ngày 24/11 trường mới phát hiện ra. Trường Hòa Nam xác định có 6 học sinh liên quan, trong đó một em đứng quay clip. Nạn nhân và 6 em này đều là học sinh khối 8.""Đây là nhóm bạn thường chơi với nhau, không có mâu thuẫn gì trước đó"", ông Hải nói."
1,1,1,1,"7 học sinh bị kỷ luật vì đánh nhau, đứng xem, quay video","Sáng 2/11, ông Lâm Huy Hoàng, Hiệu trưởng trường THCS Đống Đa, quận Bình Thạnh, cho biết ngoài tạm dừng học, nam sinh đánh bạn bị hạ hạnh kiểm học kỳ I xuống bậc trung bình.Sự việc xảy ra vào trưa 25/10 ở lớp 9A5. Nam sinh này đánh rơi 500.000 đồng, bạn nhặt được nhưng lại đưa cho người khác. Vì hỏi nhiều lần nhưng bạn không trả lời nên em này đã lao vào đè cổ bạn, đánh tới tấp. Một học sinh đứng quay video và nhiều em khác vây xem. Thời điểm này các lớp chuẩn bị nghỉ trưa nên giáo viên, giám thị không phát hiện kịp thời.Theo ông Hoàng, nam sinh bị đánh cũng có lỗi nên sẽ bị hạ hạnh kiểm của tháng. Học sinh quay video bị đình chỉ học tập một tuần, hạ một bậc hạnh kiểm; 4 em đứng xem và chia sẻ video bị hạ một bậc hạnh kiểm.Đây là hình thức xử lý được hội đồng kỷ luật xem xét, cân nhắc trên mức độ vi phạm của từng học sinh, trên tinh thần giáo dục, uốn nắn, tạo cơ hội để các em sửa sai."
1,1,1,1,Học sinh nhốt cô giáo là 'vi phạm đạo đức nghiêm trọng',"Thứ trưởng Bộ Giáo dục và Đào tạo Ngô Thị Minh đêm 5/12 ký công văn gửi UBND tỉnh Tuyên Quang về việc một số học sinh lớp 7C, trường THCS Văn Phú, huyện Sơn Dương, nhốt cô giáo Âm nhạc trong lớp, chửi bới, ném đồ vào người cô.Bộ đánh giá đây là hành vi vi phạm đạo đức nghiêm trọng, gây bức xúc dư luận nên đề nghị tỉnh Tuyên Quang xác minh, xử lý nghiêm khắc theo đúng mức độ vi phạm của các cá nhân và tập thể liên quan.Ngoài ra, Bộ yêu cầu Sở Giáo dục và Đào tạo tỉnh Tuyên Quang rút kinh nghiệm, tăng cường kỷ cương trường học, giáo dục đạo đức, lối sống cho học sinh, thường xuyên kiểm tra, phối hợp với gia đình và các tổ chức liên quan trong việc quản lý, giáo dục học sinh.Đêm 4/12, mạng xã hội lan truyền video gần hai phút, ghi lại hình ảnh cô giáo bị nhốt trong lớp. Hơn chục học sinh dồn giáo viên này vào góc, liên tục chửi bới, ném đồ vào người cô và reo hò. Đôi lúc, những em này cầm gậy và quạt, chỉ vào mặt, tìm cách giật điện thoại cô giáo cầm trên tay."
1,1,1,1,Ai tạo ra lũ trẻ nổi loạn này?,"Chúng liên tục ; đôi lúc, cầm gậy và quạt, chỉ vào mặt, tìm cách giật điện thoại cô giáo cầm trên tay. Cô giáo gần như không phản kháng gì, chịu đựng trong nhiều phút ở video đầu tiên mà tôi xem.Nhưng trong một video khác, một giáo viên (được cho là chính cô giáo này) cũng cầm dép đuổi đánh học sinh, tạo nên cảnh tượng của ""một lớp học ngoài hành tinh"".Giữa hai đoạn video là khoảng mờ của câu chuyện. Nguyên nhân trực tiếp hoặc gốc rễ nào tạo nên sự hỗn loạn này? Ông Bùi Xuân Lượng, Chủ tịch xã Văn Phú, huyện Sơn Dương - nơi xảy ra sự việc - cho biết ""chuyện xuất phát từ hai phía"". Theo Chủ tịch xã, giáo viên Âm nhạc này cũng nhiều lần có phát ngôn không chuẩn mực với học sinh."
1,1,1,1,Thầy ơi! Cứu con em',"Trước đó, cũng có nhiều lời kêu cứu tương tự, từ bạn bè, người quen, hoặc từ cả những người xa lạ trên mạng xã hội. Vào các hội nhóm, diễn đàn, ta cũng thấy vô số lời kêu cứu tương tự. Những lời kêu cứu ngày càng nhiều, ngày càng khẩn thiết.Điểm chung của các trường hợp này là: Con bất hợp tác, chán nản, muốn bỏ học, thích nhốt mình trong thế giới riêng, cảm thấy mọi thứ đều vô nghĩa, có nhiều suy nghĩ tiêu cực... Còn bố mẹ thì không nói chuyện được với con, mất kết nối với con; ngoài khuyên nhủ, dọa dẫm, khóc lóc và kêu cứu thì không biết làm gì khác.Nhưng trước đó, phần lớn các con đều có cuộc sống vui vẻ, sức khỏe thể chất và sức khỏe tâm thần bình thường. Chỉ là không hiểu vì sao, bỗng nhiên con trở nên như vậy.Đấy là biểu hiện chung bên ngoài của phần lớn trường hợp kêu cứu này. Nhưng khi đã lắng nghe và đi sâu vào thế giới bên trong, ta sẽ thấy trồi sụt muôn vàn cung bậc cảm xúc khác nhau."
1,1,1,1,"Khi cô giáo bị học sinh nhốt trong lớp, ném đồ vào người","Sau khi đọc thông tin từ bài viết , trong đầu tôi hiện lên câu nói của người xưa: Người trên mà không tử tế thì người dưới tất sẽ càn quấy.Theo thông tin từ bài viết, đánh giá của lãnh đạo địa phương, nguyên nhân câu ""chuyện xuất phát từ hai phía"".Thử phân tích, ta thấy thượng bất chính ở chỗ: ""Giáo viên Âm nhạc này nhiều lần có phát ngôn ""chợ búa"", không chuẩn mực khi giao tiếp với học sinh. Cô cũng mới bị trường cảnh cáo vì hành vi này""."
1,1,1,1,Giáo viên ngày nay mất uy với học trò,"Tôi thực sự bị sốc khi xem đoạn video gần hai phút được lan truyền trên mạng, ghi lại hình ảnh cô giáo ở Tuyên Quang bị hơn chục học sinh , liên tục chửi bới, ném đồ vào người cô và reo hò, thậm chí cầm gậy và quạt, chỉ vào mặt, tìm cách giật điện thoại cô cầm trên tay. Thật khó tin rằng đây lại là hành động của các học sinh THCS với chính giáo viên của mình.20-30 năm trước, khi ấy nền giáo dục của chúng ta còn nghèo, nhưng không thể phủ nhận mỗi người thầy, người cô khi ấy đều có một cái uy đối với học sinh. Tất nhiên, thời đó vẫn có những bạn học sinh rất quậy phá, thường xuyên bị giáo viên trách phạt. Nhưng tôi chưa từng thấy có trường hợp nào manh động đến mức đánh nhốt giáo viên của mình như vụ việc ở Tuyên Quang vừa qua. Học sinh ngày ấy dù có ngỗ nghịch, vô phép đến đâu, quậy phá đến mức nào thì cũng phải."
1,1,1,1,"Cô giáo bị học sinh nhốt trong lớp, ném đồ vào người","Trong video dài gần 2 phút được chia sẻ trên mạng xã hội, cô giáo bị nhốt trong lớp. Hơn chục học sinh dồn giáo viên này vào góc, liên tục chửi bới, ném đồ vào người cô và reo hò. Đôi lúc, những em này cầm gậy và quạt, chỉ vào mặt, tìm cách giật điện thoại cô giáo cầm trên tay. Cô giáo không phản kháng.Cô giáo bị dồn vào góc tường. Trả lời sáng 5/12, ông Bùi Xuân Lượng, Chủ tịch xã Văn Phú, huyện Sơn Dương, cho biết nhận được báo cáo của trường THCS Văn Phú vào thứ sáu tuần trước. Sự việc xảy ra tại lớp 7C, cô giáo trong clip dạy môn Âm nhạc. Ông Lượng cho biết ""chuyện xuất phát từ hai phía""."
1,1,1,1,Thứ trưởng Giáo dục: Học sinh nhốt cô giáo là 'không thể chấp nhận được',"Tại họp báo Chính phủ chiều 6/12, trả lời về quan điểm và cách lý xử lý của Bộ về việc học sinh lớp 7 nhốt cô giáo trong lớp, Thứ trưởng Hoàng Minh Sơn nói ""rất trăn trở"". Ông đánh giá đây là việc ""rất nghiêm trọng, không thể chấp nhận được"". Đêm 5/12, Bộ đã có văn bản gửi địa phương đề nghị xác minh, làm rõ vụ việc.Tuy nhiên, ông Sơn nói thêm dù bức xúc nhưng cần nhìn nhận vấn đề khách quan, thấu đáo, từ đó có giải pháp.""Cần làm rõ nguyên nhân dẫn đến vụ việc, do giáo viên hay học sinh, hay thuộc trách nhiệm của nhà trường, để chấn chỉnh, xử lý nghiêm, rút kinh nghiệm sâu sắc"", ông Sơn nói, nhấn mạnh từ vụ việc này cần tìm ra giải pháp cho tình trạng bạo lực học đường nói chung."
1,1,1,1,Đình chỉ công tác hiệu trưởng vụ cô giáo bị học sinh nhốt,"Quyết định do Chủ tịch UBND huyện Sơn Dương Giang Tuấn Anh ký hôm qua. Hiệu trưởng Nguyễn Duy Sáng bị đình chỉ để ""phục vụ xác minh, làm rõ sự việc liên quan tới công tác quản lý giáo viên của nhà trường"", thời gian từ ngày 7/12.Học sinh cầm gậy chỉ vào mặt cô giáo. Cách đây ba ngày, mạng xã hội lan truyền video gần hai phút, ghi lại hình ảnh một số học sinh lớp 7C, trường THCS Văn Phú nhốt cô giáo Âm nhạc trong lớp, chửi bới, ném đồ vào người cô. Đôi lúc, những em này cầm gậy và quạt, chỉ vào mặt, tìm cách giật điện thoại cô giáo cầm trên tay.Trong một video khác gần 5 phút, nhóm học sinh chửi tục rất nhiều, nhét rác vào cặp của cô giáo. Khi cô giáo từ bục giảng đi về phía cửa lớp, nhóm học sinh ném giấy và dép. Một đoạn video dài hơn một phút thì cho thấy cô giáo cầm giày vung loạn xạ, đuổi học sinh quanh lớp, trèo cả lên bàn rồi ném dép nhắm về phía học sinh."
1,1,1,1,7 nữ sinh đánh nhau bị phạt đọc sách 2 tuần,"Sáng 11/11, ông Trịnh Vĩnh Thanh, Trưởng phòng Giáo dục và Đào tạo quận Gò Vấp, cho biết đọc sách dưới sự giám sát của thầy cô là một hình thức giáo dục, uốn nắn với 7 nữ sinh tham gia vụ đánh nhau, quay video ở trường THCS Nguyễn Văn Trỗi hôm 23/9.Trong hai tuần tới, vào giờ ra chơi buổi sáng và chiều, những em này phải đến thư viện trường đọc sách, nhất là các đầu sách về đạo đức, dưới sự giám sát của thầy cô. Đọc xong, các em ghi lại cảm nhận rồi từng em được đứng trước trường chia sẻ về bài học rút ra.Ngoài ra, bốn nữ sinh đánh bạn và quay, chia sẻ video bị xếp hạnh kiểm yếu trong học kỳ I. Trong số này, có một học sinh sắp chuyển trường, hồ sơ kỷ luật sẽ chuyển sang trường mới. Nữ sinh bị đánh và hai em đứng canh cửa, quay video bị xếp loại chưa đạt rèn luyện trong học kỳ I""Em bị đánh là nạn nhân nhưng năm học trước và gần đây đã đánh bạn khác nên cũng bị kỷ luật"", ông Thanh lý giải."
1,1,1,1,"Trường học dừng lục cặp, soát người hơn 2.000 học sinh","Động thái này của nhà trường sáng 6/10 do chỉ đạo của Sở Giáo dục và Đào tạo Đăk Lăk tối qua.Trước đó, hàng ngày khi bước vào cổng chính, khoảng 2.600 học sinh trường THCS - THPT Đông Du phải để bảo vệ, giám thị, giáo viên kiểm tra cặp, túi áo khoác và dùng máy quét an ninh xem có mang vật cấm hay không. Bất kỳ vật dụng sắc nhọn, có nguy cơ gây sát thương hay thuốc lá... đều bị trường tịch thu.Ông Đỗ Tường Hiệp, Phó Giám đốc Sở, cho biết đầu năm học mới, Sở đã chỉ đạo các trường ""xây dựng văn hóa nhà trường, tăng cường phòng chống bạo loạn học đường"", trên cơ sở tạo môi trường an toàn, thân thiện, được tôn trọng.Ông nhìn nhận mục đích kiểm đồ dùng, soát người học sinh để tránh vật cấm của trường THCS - THPT Đông Du cơ bản là tốt, song cách tiếp cận để thực hiện chưa đúng. Do đó, Sở đã yêu cầu dừng."
